pulse.width,FSC,F692.4,F580.3,F530.4,SSC,TIME
13440,35730,21952,37938,52207,39316,58957
12352,33631,21222,37156,51205,38372,58957
11136,15495,199,223,274,196,58957
30912,38526,57692,8077,8310,56919,58957
10112,20494,10867,11836,139,19094,58957
12864,34088,21079,37078,51227,38335,58957
10304,21961,16658,20616,141,19952,58957
16448,48594,48037,122,3304,43058,58957
13248,35950,21697,37825,52179,38838,58957
7808,12097,183,122,140,259,58957
7360,13155,185,122,135,32501,58957
10048,17445,185,123,137,11325,58957
7168,12543,187,122,135,34940,58957
9024,16948,701,117,142,19432,58957
9152,16892,187,121,143,25067,58957
8128,14629,187,122,134,37486,58957
13312,35603,32681,119,136,32286,58957
10688,22242,214,116,138,7916,58957
9152,11344,189,121,136,1718,58957
5632,9243,183,121,135,22366,58957
10880,22511,187,120,137,26911,58957
13376,37202,26125,42674,56980,43519,58957
12736,34770,21905,37501,51653,38284,58957
9856,18863,189,121,137,31726,58957
1728,6672,184,118,137,24172,58957
13568,36091,20861,38108,52500,39820,58957
13440,36091,21770,37917,52360,39683,58957
6208,10383,184,166,224,27511,58957
12800,33645,21257,37120,51501,38925,58958
8896,16757,186,123,160,16426,58958
13696,36738,26233,42648,56887,43806,58958
12672,34171,21140,37294,51369,38734,58958
6208,9856,184,149,200,23850,58958
12864,34954,21767,37916,52180,39508,58958
1792,5830,191,201,254,21264,58958
4800,8814,184,114,136,7357,58958
6080,9013,186,119,136,22011,58958
3584,7292,188,120,138,13737,58958
13120,35323,21863,37912,52229,39489,58958
12864,35026,21104,37630,51901,38898,58958
6592,12318,188,158,215,31069,58958
10368,22688,185,117,138,25119,58958
10432,22927,18087,23332,2622,23213,58958
7616,12140,183,121,132,23513,58958
3136,6807,188,119,134,14385,58958
2752,7279,186,123,138,26690,58958
3392,6816,186,117,138,19119,58958
13056,35385,20297,37978,52318,40040,58958
12352,33374,21074,36995,51235,38846,58958
9472,19396,186,123,137,25072,58958
15168,43796,10496,122,138,54664,58958
13248,35722,22468,37931,52385,39548,58958
2688,7003,182,176,231,19125,58958
7296,12523,183,120,136,24029,58958
2944,6615,189,123,137,20925,58958
2496,6839,187,117,141,24381,58958
12992,33689,24281,27132,6712,38977,58958
7808,12765,3467,121,130,26266,58958
6272,9005,187,120,137,23630,58959
6016,12230,185,119,134,7533,58959
13248,35523,21507,37929,52290,39814,58959
13632,36514,22560,38517,52983,40787,58959
11456,25168,192,218,273,24911,58959
12992,35245,22088,38033,52374,39820,58959
11712,26145,3302,164,221,33445,58959
10752,22501,186,121,136,41920,58959
5120,7807,186,120,140,15255,58959
12992,35156,21661,37765,51936,39447,58959
13248,35831,22477,37915,52306,40130,58959
5504,10108,186,119,170,22349,58959
13632,36430,21737,38576,52861,39722,58959
12864,34714,21411,37302,51604,39533,58959
13568,35979,21565,38213,52565,39805,58959
2368,6661,181,202,255,12558,58959
13440,35916,21407,37774,52229,38506,58959
9280,17706,14895,18512,137,19680,58959
13120,35647,22414,37889,52260,39377,58959
14848,41462,36639,16192,246,41854,58959
4352,8176,241,118,141,4764,58959
10880,22849,15626,21185,1945,19893,58959
5120,8878,180,145,131,22370,58959
13504,36282,22510,38222,52686,39211,58959
13440,35918,21561,37832,52246,40827,58959
9216,15895,186,129,186,35438,58959
13888,36338,22553,38362,52772,39495,58959
4864,6928,181,117,162,2961,58959
7360,14076,187,122,132,2392,58959
11712,27018,25686,122,138,27307,58959
21504,35854,29493,38264,52591,40384,58959
6016,10187,186,121,132,24935,58959
13504,36057,22192,38156,52504,40258,58959
15936,42371,19174,136,193,40039,58959
20416,34306,54943,6652,6672,53379,58959
5696,10074,185,121,138,191,58959
7744,13512,185,121,136,10123,58959
10880,24317,16670,22146,3429,24485,58959
10880,23397,18713,22523,2927,20038,58959
13888,38480,38272,120,139,39772,58960
13056,35100,22238,37761,52133,39162,58960
9280,16732,185,169,223,27285,58960
6400,11675,182,118,135,20758,58960
8832,15434,187,121,136,22294,58960
11136,22024,37776,123,534,41359,58960
12224,29540,42879,124,138,45922,58960
10496,17783,186,121,134,1180,58960
18496,36013,22345,37984,52336,39057,58960
11520,24115,11329,118,140,43333,58960
5888,10070,186,122,135,19992,58960
8128,15212,1120,120,135,34009,58960
11968,28499,23083,25587,5470,25028,58960
5760,9411,184,119,133,16236,58960
8576,15281,184,121,140,21810,58960
12672,34066,19528,36815,51014,37590,58960
9856,18658,11030,14252,140,19334,58960
9472,19037,14069,17828,137,19921,58960
9472,15911,187,121,136,27624,58960
12672,32170,27115,29746,10031,28466,58960
9408,18734,15290,18018,140,20212,58960
14720,41113,39442,124,137,38503,58960
9472,16804,184,115,133,17663,58960
10112,21723,3399,125,137,31217,58960
11264,24398,186,121,138,30192,58960
13184,35360,21340,37436,51803,39015,58960
13632,36279,21701,38263,52703,39283,58960
13248,35995,22173,38179,52450,38927,58960
13632,36223,21284,38020,52585,40787,58960
6400,9938,184,117,146,30584,58960
12928,35275,21366,37731,52216,39114,58960
13248,35975,21750,37981,52390,39340,58960
13760,36161,21908,38068,52472,40001,58960
1920,6448,182,120,134,15799,58961
12480,35581,188,117,132,32551,58961
3648,7541,183,121,137,17433,58961
22208,47027,46707,16946,4931,49588,58961
12800,33360,30204,122,137,31709,58961
11584,27578,20260,25278,4508,20639,58961
9088,16844,192,151,134,38237,58961
4096,7889,187,121,137,24313,58961
13376,36145,21761,38097,52483,39005,58961
11456,27176,22977,24249,3061,21711,58961
10752,23530,15974,22109,2807,20075,58961
12032,24776,184,120,139,22015,58961
13696,37556,35407,122,136,29732,58961
9408,15921,184,120,134,31379,58961
15552,44366,8517,120,135,41953,58961
11136,24575,4249,122,135,26476,58961
1024,4995,188,119,135,11887,58961
10944,23423,183,119,134,25672,58961
9344,18082,186,121,136,19416,58961
9408,18139,14562,18676,134,19117,58961
11904,27910,21427,24032,3014,24178,58961
3264,6370,180,117,136,18421,58961
13120,35380,21877,37853,52364,39132,58961
896,6287,186,176,228,17579,58961
13120,35766,21834,37825,52288,40413,58961
13248,35299,21184,37623,52004,38873,58961
20032,39613,57880,13072,11849,54521,58961
12992,35691,26163,42180,56524,43239,58961
12544,31753,25884,28498,8956,27697,58961
12288,25528,184,119,140,13242,58961
5760,10222,189,120,136,24413,58961
9408,18886,14683,17187,137,21708,58961
11648,27379,982,123,132,31404,58961
4032,7540,187,118,132,27592,58961
13632,36197,22386,38120,52400,39638,58961
13184,35818,21686,37816,52074,39283,58962
7872,13298,188,120,137,15438,58962
13376,35321,21782,38007,52406,39509,58962
13632,36547,22875,38682,53049,40496,58962
13312,35700,22295,37970,52447,39581,58962
9536,18468,15024,16588,147,19735,58962
17536,36170,52908,6292,7861,51386,58962
1472,5350,216,120,136,14780,58962
8256,13974,182,119,136,29479,58962
10880,23929,16000,22071,1322,23402,58962
5504,8871,190,118,134,34056,58962
12800,34140,21277,37331,51626,38853,58962
2624,6751,185,119,139,15830,58962
9920,20180,3282,122,136,25076,58962
13184,35891,21835,38153,52640,40198,58962
12672,34443,22542,37703,51974,39270,58962
13568,36296,22082,38293,52815,39568,58962
13440,36161,22014,38305,52763,39773,58962
9344,16478,5703,133,190,20831,58962
13056,35542,25785,41956,56340,42494,58962
13248,35185,21438,37564,52047,38920,58962
11968,30010,24496,25502,5051,27378,58962
7040,12295,199,129,137,20768,58962
13184,35882,21630,38141,52497,40008,58962
1600,6640,183,120,134,8168,58962
11200,24618,188,121,135,27163,58962
9280,12955,186,120,139,6734,58962
7872,11842,186,122,138,2757,58962
16768,11628,186,123,135,44627,58962
18496,57024,35661,28565,17012,59297,58962
4352,7426,214,121,134,10663,58962
13376,36259,22009,38355,52643,40318,58962
13248,35347,21052,37325,51615,39478,58962
4992,9313,184,118,135,22603,58962
13376,36096,22433,38516,53002,40919,58962
5824,9573,185,119,171,19107,58963
13056,35212,21302,37547,51984,39695,58963
11392,25333,19648,23162,2474,22168,58963
10112,22393,185,121,135,17381,58963
7552,13419,187,119,137,19376,58963
13312,36281,22307,38186,52608,40376,58963
12672,34314,21052,37364,51774,38873,58963
8960,15426,13672,14993,258,20198,58963
15680,46369,42947,122,136,42524,58963
12864,34936,21396,38017,52084,39511,58963
12928,34823,20720,37667,52052,39801,58963
11712,28382,22768,25353,4178,23763,58963
13376,36026,21156,38080,52371,40822,58963
4608,8479,189,120,136,21045,58963
4480,8046,187,116,136,18060,58963
6464,10223,191,121,134,27482,58963
13504,36139,21714,38075,52450,40418,58963
13504,36060,21707,38185,52533,39306,58963
12608,33904,20829,37385,51553,38974,58963
11904,26634,41705,193,249,41666,58963
9664,18188,184,121,135,23337,58963
12928,34932,21622,37719,51899,39104,58963
15040,32676,183,122,141,15810,58963
11712,27008,18917,22047,995,20613,58963
12352,32677,30357,121,137,27848,58964
8832,15734,198,120,136,19832,58964
13504,36021,21916,38111,52412,40279,58964
3456,6991,182,120,138,22480,58964
13504,36348,22098,38433,52744,39745,58964
12224,30062,27757,27115,8786,25683,58964
9600,18434,188,124,138,20502,58964
6720,12353,188,121,134,13662,58964
13312,35644,21225,37678,51993,39535,58964
1472,6210,184,182,241,3950,58964
6144,10749,188,114,132,21137,58964
13376,36482,22004,38283,52642,40281,58964
12224,29693,23755,27784,9531,23199,58964
6336,10146,186,121,136,194,58964
13440,35947,22215,38273,52697,39449,58964
12992,35675,22353,38202,52572,40233,58964
7424,13245,188,120,134,22948,58964
896,5244,178,116,133,13838,58964
13760,28040,184,123,135,12561,58964
4544,8225,186,122,137,194,58964
13120,35530,21262,37937,52383,39489,58964
11520,25099,3693,205,258,32968,58964
12736,33288,186,119,139,31080,58964
12800,34745,21529,37438,51864,39158,58964
12608,32676,29132,121,132,28778,58964
12672,34219,20875,37294,51391,38638,58964
10944,24492,18770,22527,1264,23076,58964
9536,17245,13964,16776,140,18861,58964
1664,6839,183,119,136,11523,58964
13312,35469,33541,120,137,37464,58964
6144,9664,188,123,137,25551,58964
13504,37181,26032,42900,57111,43798,58964
8640,16035,186,178,232,26029,58964
7872,13158,187,116,136,27877,58964
3776,7677,187,115,136,15455,58964
9984,19641,191,118,133,26956,58964
9856,17423,187,120,134,4157,58964
4352,7162,186,119,137,20207,58964
11712,28595,23902,28642,10498,26036,58965
5760,9964,185,123,137,13854,58965
1536,6753,185,124,136,18628,58965
12928,35239,21718,37881,52163,39501,58965
8384,14031,186,2242,150,20355,58965
6592,11304,181,122,135,10051,58965
13440,36255,21264,38456,52862,39828,58965
16384,47713,15215,6154,5615,48530,58965
1664,5946,182,122,134,26119,58965
10432,21146,16337,19192,135,21626,58965
7040,12080,186,119,134,24903,58965
1728,6178,186,124,134,9860,58965
12928,35237,21930,37657,52183,39484,58965
3392,7289,186,123,179,17614,58965
14848,43885,185,121,136,46874,58965
11456,26801,20250,23157,945,21759,58965
6272,9561,185,120,134,194,58965
12800,34288,20758,37390,51572,38559,58965
7168,11789,184,182,235,8774,58965
13120,34979,21888,37694,52253,39889,58965
14528,40400,38770,209,265,37127,58965
8000,13309,250,123,138,24474,58965
1024,5196,183,119,132,10274,58965
3840,7942,183,118,134,22031,58965
13056,34642,21441,37602,51886,39317,58965
9664,19458,187,185,238,14182,58965
9664,17033,185,121,132,6316,58965
8704,15914,189,125,139,14030,58965
5632,10087,189,118,136,26526,58965
8704,14889,188,120,135,29510,58965
3648,6934,186,117,139,21810,58965
4224,7722,190,121,136,19293,58965
11264,26024,26905,124,131,28790,58965
9792,19880,246,121,133,43257,58965
14528,40910,39090,121,137,39517,58965
19968,41708,40434,119,137,35057,58965
11776,29246,2905,118,137,29417,58965
6784,10979,185,116,136,20914,58965
10688,23356,185,122,142,26241,58966
13376,35717,22165,37887,52278,38524,58966
4672,9044,182,119,137,17381,58966
12800,32435,27229,28075,8435,28729,58966
12672,30638,11253,119,136,33054,58966
13440,36614,26297,42631,56837,42989,58966
13568,36172,22247,38231,52593,38894,58966
12224,33075,30420,131,182,32739,58966
13184,35241,28658,30548,9976,28024,58966
13120,35119,21995,37767,51996,39153,58966
14208,38203,26802,42999,57183,43775,58966
13120,35090,21810,37424,51715,38714,58966
2624,7038,184,164,220,25504,58966
9472,18255,13167,17963,137,20382,58966
14528,40699,39167,117,138,38194,58966
5312,8801,185,116,135,27024,58966
11392,26165,27104,122,136,26956,58966
8448,13722,227,120,138,10793,58966
11904,26319,184,121,140,31242,58966
6528,11078,187,120,136,15591,58966
12992,35003,22018,37585,51830,38680,58966
9344,18233,14116,18020,1697,19330,58966
11200,25991,20338,21727,1880,23266,58966
5952,9897,185,119,137,22767,58966
4416,8216,185,120,133,21864,58966
13312,36019,21734,38149,52505,39799,58966
13504,36317,21752,38240,52793,40822,58966
14208,39520,32064,195,252,34898,58966
13504,36257,22563,38349,52940,39926,58966
4928,7740,187,123,174,19448,58966
13376,36028,22336,38313,52789,40255,58966
12736,34625,21738,37689,52023,39787,58966
4672,7875,184,187,240,194,58966
13504,36422,22221,38334,52751,40258,58966
3392,6913,184,120,142,22464,58966
5376,9206,186,118,134,18745,58967
13056,34942,20706,37774,52156,39623,58967
4416,7781,185,118,132,17450,58967
13504,36068,22041,38213,52674,40297,58967
4032,7946,183,154,211,14949,58967
13376,36291,23152,38327,52832,39702,58967
4160,7822,184,128,184,15206,58967
13568,36056,21785,38221,52611,39769,58967
12544,33615,22332,37144,51574,39027,58967
12480,31885,29012,185,242,30392,58967
1024,5661,184,121,137,30192,58967
13376,36338,22185,38155,52675,38922,58967
12416,33521,21428,37011,51335,38291,58967
12544,32906,18700,23144,1489,38435,58967
13632,36100,22309,38138,52715,40570,58967
11200,26124,189,121,135,43625,58967
11456,27394,185,119,132,19851,58967
3776,6492,180,123,137,8444,58967
14016,38368,26327,43145,57308,43913,58967
10752,22827,16248,19724,1825,19449,58967
13440,35869,20530,37942,52276,39621,58967
13184,36015,22103,38196,52638,39212,58967
14528,40928,18647,20912,2840,40818,58967
1280,6108,183,118,140,19863,58967
4608,8921,185,118,140,17677,58967
1536,6176,187,119,133,22840,58967
832,5478,184,118,136,194,58967
13632,36303,22006,38317,52688,40060,58967
11776,27792,23127,26772,7580,22551,58967
7872,13309,183,121,136,23629,58967
13248,35994,22238,38233,52547,39262,58967
12672,33045,27874,29356,10015,27215,58968
9984,19813,185,119,134,21682,58968
10816,16776,187,120,136,9470,58968
13056,34870,21572,37641,52138,40077,58968
13376,36189,22406,38243,52593,39657,58968
1728,7023,192,212,263,10605,58968
7424,11477,183,118,133,32096,58968
4608,8662,181,121,138,13455,58968
13248,35277,21986,37779,52218,40249,58968
12608,34181,21443,37332,51535,38321,58968
13056,35166,21769,37792,51942,39015,58968
13440,36414,21821,38447,52840,40769,58968
16704,48724,47009,1246,8276,46022,58968
12928,34354,21451,37523,51790,38979,58968
13632,33234,189,154,211,20691,58968
11904,22169,189,121,136,3343,58968
9984,21801,16145,17911,849,22066,58968
13504,35948,21689,37954,52397,39710,58968
1216,5949,187,118,137,12563,58968
12928,34699,21539,37721,52052,38913,58969
12864,34907,22025,37754,52128,39425,58969
12480,31985,23840,26163,5081,24696,58969
10432,22772,187,123,136,23916,58969
4736,8943,185,121,134,24864,58969
4992,8519,184,119,132,19807,58969
11008,24507,18470,19783,135,25894,58969
12544,34156,21371,37299,51503,38444,58969
12800,34567,21720,37562,51883,38827,58969
15552,32966,186,122,138,18639,58969
13760,37754,25757,42673,56750,42520,58969
9728,19835,187,118,133,25081,58969
10496,21644,184,123,137,31013,58969
13120,35249,22004,38182,52497,40322,58969
14016,38345,26489,43105,57202,43427,58969
13440,36404,22119,38489,52900,39796,58969
13504,36117,21099,37974,52415,38363,58969
12544,32641,28860,178,231,32977,58969
3072,6317,199,118,134,11145,58969
4800,8352,186,117,133,19603,58969
1984,5912,188,122,137,13828,58969
3648,6814,185,121,133,9435,58969
12928,35221,21017,37543,51582,39023,58969
13376,35779,22490,37899,52213,39869,58969
8256,14048,188,173,234,34704,58969
7872,14661,187,118,135,47088,58969
2560,6374,185,117,136,191,58969
7168,11453,184,119,131,36696,58969
13952,40210,186,122,136,41765,58969
13440,35816,20740,37834,52193,38585,58969
1344,6558,182,118,137,24238,58969
11456,25337,26146,29364,9640,29502,58970
15680,38237,45503,120,139,52527,58970
13696,36265,22115,38116,52571,39438,58970
12480,34322,21651,37472,51785,39502,58970
13568,35709,34312,120,137,35457,58970
1920,6708,251,119,133,10885,58970
11200,25089,181,122,138,31495,58970
13888,37913,26105,42864,57033,44565,58970
15104,44061,11964,129,182,42436,58970
13440,35915,21857,38015,52475,39967,58970
8064,12796,186,176,224,191,58970
13440,35950,21574,37957,52227,39440,58970
8064,13351,183,119,136,1534,58970
12544,33510,20101,36918,51150,38027,58970
11840,28611,26285,120,134,31089,58970
13248,36086,21661,38185,52658,38928,58970
10624,22812,186,121,135,25978,58970
1280,5675,184,117,138,12305,58970
12032,28746,23048,28127,7867,20645,58970
6144,9834,188,120,135,13597,58970
12928,35202,22130,37581,52115,39775,58970
9600,16738,186,123,177,22550,58970
8512,14031,183,120,130,21471,58970
13056,35370,21904,37791,52311,40113,58970
15872,44176,17172,2442,136,46066,58970
2432,6761,185,117,135,23571,58970
9280,17226,186,115,134,8987,58970
13376,36068,22138,38173,52532,39715,58971
13504,36307,22202,38349,52612,38381,58971
8448,15455,192,121,146,22557,58971
7360,12585,972,120,140,33388,58971
13248,35718,21453,38034,52478,40121,58971
13632,36061,21601,38092,52573,39657,58971
18752,36920,55452,3499,11076,56359,58971
7680,11188,304,119,137,191,58971
7488,13231,184,122,137,23827,58971
6592,10836,187,124,138,15430,58971
13760,36565,22220,38702,52978,39352,58971
13184,34920,21438,37813,52166,38944,58971
15936,46322,40595,8225,2084,50010,58971
8192,13607,837,120,135,29041,58971
1408,5887,189,121,132,24366,58971
3520,7796,184,119,134,16588,58971
1344,5716,184,121,137,18622,58971
14784,41854,7737,121,138,40807,58971
13760,35735,3902,121,136,46357,58971
13504,36037,21641,38056,52550,40521,58971
2624,6685,3665,123,133,15143,58971
13376,36166,22156,38323,52801,39966,58971
13696,37254,35768,121,137,36066,58971
9344,17213,3561,119,135,23417,58971
4544,7973,187,122,137,21882,58971
12928,35304,22044,37803,52133,39228,58971
6464,10486,4332,157,207,18757,58971
8448,12871,185,123,138,191,58971
11200,24351,17913,22083,2804,21174,58972
9024,16720,188,123,138,20717,58972
8192,14809,190,119,138,21205,58972
12672,34711,21580,37877,52093,39744,58972
13568,36364,22672,38336,52794,39614,58972
12608,33859,30815,122,135,30717,58972
2688,6437,204,117,134,19813,58972
5760,8750,186,123,133,193,58972
3264,7310,182,118,133,9140,58972
8064,12974,185,122,135,26746,58972
7296,12810,186,124,133,22220,58972
7616,13906,13294,17927,137,18473,58972
1920,5883,184,121,140,12147,58972
5824,10721,183,119,137,21685,58972
13248,36059,21598,38233,52649,39523,58972
15872,47022,39331,124,133,45865,58972
11328,23995,185,122,135,48830,58972
13056,34951,21333,37596,51718,38856,58972
1856,6670,186,120,169,16667,58972
8256,15525,187,117,137,30835,58972
14592,40977,38530,119,129,40545,58972
8320,13943,216,125,136,38163,58972
14848,30043,182,119,136,11433,58972
10304,20616,14620,16414,136,20619,58972
4864,8121,187,118,137,18113,58972
7232,13725,1995,118,134,25637,58972
12288,33126,19652,36385,50637,38416,58972
14016,37891,26798,42792,56836,43236,58973
13632,37795,26650,43055,57260,44621,58973
1152,5740,212,221,269,6850,58973
15296,36951,185,121,135,25477,58973
8256,13611,184,120,137,1189,58973
9344,16966,14568,16749,139,18708,58973
11328,25349,26086,27327,9682,27854,58973
9024,16314,190,119,136,31735,58973
13184,35400,20850,37821,52116,39863,58973
1216,5939,464,123,166,15276,58973
13120,32925,189,123,136,30769,58973
1728,6046,185,124,133,17599,58973
12992,34768,22302,37663,51960,38775,58973
6464,10050,186,151,207,196,58973
6016,9318,186,124,137,6774,58973
13120,35218,22182,37832,52174,39560,58973
14080,40424,39602,119,133,32426,58973
13440,36922,28665,30823,11840,27758,58973
13248,35228,21448,37809,52249,39992,58973
11328,26164,185,117,144,24212,58973
1216,5776,188,117,130,7038,58973
9984,14496,187,121,135,192,58973
13120,34423,21848,37458,51820,38718,58973
12352,33633,21645,37059,51332,38530,58973
7808,13440,184,119,137,18640,58973
13248,36204,21451,38210,52652,40564,58973
10624,22841,19700,23401,2466,26194,58974
9664,17804,188,123,135,17413,58974
2688,7894,188,117,134,19710,58974
5504,8602,186,121,138,17027,58974
9344,18031,186,116,131,5578,58974
5440,8614,186,125,138,21572,58974
13504,36512,22578,38432,52765,39843,58974
11008,24520,22402,25526,4794,28845,58974
15360,41882,4608,4570,5737,53465,58974
960,4913,188,124,136,10211,58974
11392,26912,20002,23161,1388,28311,58974
13376,35868,22430,38176,52542,40603,58974
12800,34551,21599,37518,51686,38842,58974
16128,47217,45943,666,3898,48823,58974
9344,17891,17792,22332,2065,19942,58974
11840,27469,185,123,133,22161,58974
7168,11144,193,120,138,32312,58974
9600,18920,540,121,134,33624,58974
6144,11030,187,123,135,14631,58974
12288,31705,24970,28896,9575,35369,58974
12416,33738,21354,37052,51373,38440,58974
12800,34333,21881,37462,51899,39544,58975
1216,7846,185,121,138,19234,58975
5440,9223,183,116,132,23439,58975
12800,34171,20500,37222,51600,38672,58975
11456,26154,22954,26704,6680,20250,58975
14464,40807,37883,120,135,35823,58975
10112,20958,222,120,138,27287,58975
4416,8968,186,120,136,22807,58975
13184,35160,21756,37901,52266,39044,58975
10880,23312,17391,22068,4634,20769,58975
10368,21202,17410,21319,1711,21820,58975
12416,30803,182,124,137,32630,58975
9408,17605,14702,17846,136,20026,58975
13440,36178,22431,38072,52596,41223,58975
12096,29616,24774,28356,10855,31487,58975
7424,11951,188,120,139,18853,58975
13568,36203,21841,38279,52643,40890,58975
15680,35439,186,123,135,5641,58975
6400,11688,187,119,137,15054,58975
4672,8074,186,123,134,18411,58975
12928,34730,21489,37557,51977,38853,58975
12544,33913,20648,37156,51437,39874,58975
8576,15850,1912,189,234,27326,58975
12672,34514,21885,37460,51875,38504,58975
9664,18592,182,121,134,17317,58975
13120,35417,22057,38085,52533,40342,58975
3200,6617,190,218,270,15311,58975
8640,12383,189,118,134,8707,58976
12224,31563,25349,26709,7399,27800,58976
1536,6786,187,116,133,21780,58976
12864,39163,192,121,137,44919,58976
9024,14065,189,118,132,193,58976
9728,18423,13534,16728,139,17163,58976
3776,7340,183,119,139,23479,58976
12800,34565,21289,37322,51484,38554,58976
4032,7576,188,121,138,14819,58976
12928,35318,20879,38000,52316,39728,58976
13184,35927,22069,38032,52533,39513,58976
4288,7953,184,120,136,12538,58976
1792,6499,186,120,133,19944,58976
7232,10916,187,118,133,19403,58976
10432,22569,21844,22997,3657,24947,58976
12928,34890,21850,37744,52146,39577,58976
16320,37975,190,212,265,20351,58976
12416,30277,23791,26000,4753,25312,58976
9280,18192,12151,15944,135,21235,58976
12672,32179,13746,119,136,40298,58976
13184,35654,22446,38245,52698,39938,58976
8256,14861,187,120,137,20158,58976
1664,6522,186,122,136,8026,58976
13184,35389,21537,37813,52097,39824,58976
9920,16376,183,122,149,194,58976
1792,6875,185,121,133,28653,58977
7104,12852,187,123,137,22487,58977
1216,5484,186,122,132,17329,58977
11712,28268,187,124,133,44633,58977
12608,34480,21241,37153,51470,38499,58977
13184,35605,26255,41996,56398,42259,58977
12544,33720,21668,37401,51619,38953,58977
10368,21806,186,121,134,23470,58977
14656,41240,41411,122,139,36145,58977
12800,34215,21357,37419,51652,38510,58977
13632,35868,21532,37935,52343,39460,58977
10624,22208,17938,21869,2821,21843,58977
13568,36430,22273,38183,52766,40488,58977
7680,12136,186,119,132,18486,58977
11264,26544,21774,24021,2109,26794,58977
20864,40334,54727,8166,10649,54823,58977
9664,18202,1499,121,134,32767,58977
5376,8703,186,123,136,25276,58977
13440,35949,22627,37741,52277,39576,58977
12416,33525,21297,36908,51214,38441,58977
12864,34935,20702,37464,51793,38996,58977
13376,36110,22477,37986,52582,38523,58977
12416,33936,21841,37088,51304,38553,58977
12928,34420,21327,37265,51468,38850,58977
13504,36001,21307,37906,52443,39778,58977
14144,38345,26830,43621,57533,43647,58977
7936,13590,186,122,143,18974,58977
5760,10684,186,120,136,11437,58977
10624,22377,17063,21579,3075,23099,58977
13248,35854,22250,38123,52540,39252,58977
13440,35202,944,118,137,35382,58978
13632,36399,22013,38290,52914,40051,58978
13248,36098,23026,38319,52804,39904,58978
13760,36100,21556,37914,52422,39431,58978
13312,32142,187,200,258,43799,58978
13440,36015,22813,37903,52497,39181,58978
12224,33625,20953,37429,51590,39273,58978
16256,48588,19072,2485,1589,52794,58978
14592,41564,36754,118,138,29295,58978
13120,35565,21042,37423,51791,39090,58978
11456,25300,186,117,134,12019,58978
13440,36020,22746,38260,52689,39917,58978
12800,34983,21723,37600,51884,39195,58978
4608,7684,186,160,213,194,58978
11328,26462,19337,20881,1780,24545,58978
7232,11187,1197,117,135,20870,58978
5632,8192,184,118,138,32769,58978
8064,14803,182,122,140,25288,58978
4416,6992,188,120,141,13602,58978
12864,35040,21620,37499,51752,38505,58978
8000,12823,186,120,136,19886,58978
1792,6246,182,118,140,23967,58978
13440,36022,22258,38106,52452,40617,58978
9984,20010,15737,21300,1560,22037,58978
7168,11917,188,117,136,194,58978
8064,13394,185,121,134,39331,58978
5376,9203,186,121,132,21240,58978
12032,29284,23469,24907,5985,23390,58978
3520,6845,187,118,137,19127,58978
13184,36099,22280,38269,52804,40361,58979
13184,35273,22305,37874,52022,39127,58979
3328,6224,185,126,140,194,58979
1472,6393,184,124,137,18540,58979
10752,21400,186,120,136,10685,58979
9216,15415,184,121,140,193,58979
10880,22833,19606,23578,2491,20655,58979
3584,7314,186,122,135,19562,58979
6848,11861,187,121,137,20287,58979
14016,38503,26804,43379,57382,43493,58979
5184,10425,183,145,192,21707,58979
8704,17752,187,121,138,17981,58979
10240,21339,183,118,131,37374,58979
13440,36072,22149,38162,52561,39803,58979
11648,19945,183,120,152,9821,58979
9216,16227,184,125,139,194,58979
9920,19798,184,120,135,15788,58979
13312,36127,22172,38246,52651,39502,58979
2560,5983,186,178,230,18242,58979
11200,24570,25022,121,138,27058,58979
12352,33350,21261,37128,51395,38668,58979
8704,12456,184,118,138,7274,58979
14272,39886,38021,116,138,31924,58979
8512,14661,184,120,137,34342,58979
10240,25119,186,120,136,26740,58979
4672,8181,187,117,141,13047,58979
2880,7052,185,121,136,11574,58979
6656,10681,186,120,139,16179,58979
12352,33550,32241,120,136,34626,58979
13248,35602,22249,37831,52127,39856,58979
11584,26621,184,121,136,35782,58979
5056,7666,182,120,134,11694,58979
13056,35216,21372,37454,51709,39007,58979
12736,34281,21432,37097,51134,38565,58979
1280,6350,187,202,263,17484,58979
5696,10283,187,121,135,22332,58979
12800,34817,22311,37763,52006,38980,58980
12160,22612,9661,152,205,40003,58980
7680,12972,185,122,132,43808,58980
6848,12032,184,117,139,24952,58980
13248,35711,22370,38079,52407,39679,58980
16576,46947,11197,1178,8241,43085,58980
13120,34007,30276,121,135,30719,58980
6720,11196,190,121,134,19019,58980
13248,35990,22250,38090,52523,40208,58980
8960,13785,188,169,224,5933,58980
14080,38216,32523,123,136,33916,58980
10176,19902,185,119,136,35727,58980
14144,36655,188,120,137,37006,58980
16384,43400,24441,20040,141,56112,58980
8832,15512,183,121,134,35097,58980
9280,17393,11432,15035,138,18538,58980
5696,10810,188,118,137,16253,58980
9728,19057,16091,19696,527,20819,58980
9792,20123,183,121,135,16443,58980
13312,35885,22416,38087,52379,39628,58980
13376,35974,22526,38096,52573,39688,58980
10304,17299,186,179,237,187,58980
13568,35809,21724,37801,52188,39750,58980
3456,6756,185,123,138,191,58980
8256,13389,4631,125,135,32150,58981
1728,6137,182,120,137,9561,58981
5056,8064,953,120,141,8686,58981
18880,53139,55204,42986,21747,63356,58981
5696,8634,200,121,138,20737,58981
