pulse.width,FSC,F692.4,F580.3,F530.4,SSC,TIME
10944,22993,17426,20085,3694,17827,56878
7680,13475,189,119,138,20739,56878
3072,6609,184,118,134,16835,56878
6080,11014,185,121,136,21004,56879
2880,6929,182,118,138,14310,56879
2304,6569,184,120,135,20929,56879
13568,35875,21010,37837,52231,39981,56879
2752,7066,188,122,138,11089,56879
16960,49544,53458,9682,12279,52815,56879
7104,10922,186,118,136,31963,56879
13056,34662,27149,29457,10762,27515,56879
15744,44730,186,116,135,43129,56879
8448,14761,188,121,139,24366,56879
12864,33281,41975,115,135,41173,56879
11136,23710,17773,20054,354,22558,56879
15552,38748,13281,11977,138,42378,56879
13376,36375,21847,38388,52731,40162,56879
8576,15252,185,184,244,21754,56879
13696,36299,21531,38452,52909,39859,56879
12800,34723,21612,37448,51916,39774,56879
7872,14648,185,122,137,24240,56879
9728,20192,188,118,137,34563,56879
8064,13942,188,120,135,21064,56879
13120,35008,22032,37493,51914,39984,56879
7488,16216,186,122,177,26721,56879
22976,36136,58433,10375,10272,56629,56879
2176,6320,186,120,137,12738,56879
13120,34375,32208,117,138,30931,56879
4416,8481,193,120,134,21963,56879
2048,5920,189,121,135,33427,56880
11840,27573,20574,22598,2126,30014,56880
13248,22834,185,121,135,7784,56880
6016,10645,182,120,135,18348,56880
12544,34156,20957,37311,51432,38785,56880
13504,36136,22103,38373,52727,40594,56880
13440,35749,22037,37826,52300,39974,56880
15040,36593,186,122,136,8603,56880
4288,7708,184,121,137,36205,56880
10112,19418,186,120,138,16229,56880
12800,35045,21657,37754,52055,38947,56880
1792,6173,186,138,188,14282,56880
11648,23769,187,121,134,6761,56880
12864,34640,20967,37484,51995,39553,56880
12928,33130,26725,29371,9518,28802,56880
3968,7215,185,121,136,194,56880
10880,12355,186,120,135,197,56880
1728,6298,184,118,133,8877,56880
7936,18771,186,120,138,26806,56880
16000,46944,34995,120,1799,47129,56880
13632,36542,22856,38533,53025,40986,56880
8064,15797,190,207,262,21094,56880
5184,10317,187,117,136,13891,56880
13504,36114,22738,38169,52571,40223,56881
14400,38605,26104,42963,57221,44401,56881
5888,10426,187,116,133,23442,56881
11072,24746,20888,24019,3378,30482,56881
5376,8653,198,144,140,193,56881
13760,35205,29916,30880,12248,31766,56881
13248,35468,21715,37940,52235,39088,56881
13056,35503,22013,38044,52389,40363,56881
3456,7784,183,120,133,34245,56881
4224,8527,183,121,140,7242,56881
11328,25541,18627,22296,3121,30152,56881
5888,8707,185,120,135,23536,56881
7424,12777,185,121,138,21926,56881
13376,36156,22656,38097,52594,38946,56881
1152,6847,188,124,179,13676,56881
5440,9894,190,118,131,22791,56881
9728,18694,21189,22875,2945,29088,56881
8896,15144,185,120,131,21379,56881
13056,35833,22292,38156,52543,40495,56881
9280,18391,16268,19907,1936,21620,56881
6784,11488,181,123,138,192,56881
13760,38680,25557,41822,56202,39862,56881
13056,34527,21745,37044,51262,39186,56881
12992,34880,20885,37416,51744,39068,56881
5248,8778,185,132,190,31509,56881
4672,7109,190,121,139,8550,56881
8384,14764,182,121,135,22122,56882
14400,39412,35107,121,135,29068,56882
13312,35736,20832,37533,51959,39583,56882
13568,36056,22762,38248,52542,39272,56882
6912,11772,187,115,135,2145,56882
3520,8609,184,122,137,19016,56882
13440,36036,21639,38106,52511,40733,56882
11328,21628,188,169,220,191,56882
13440,36340,21313,38184,52652,38622,56882
4864,6688,187,153,205,2538,56882
13248,35958,21691,37848,52227,39114,56882
6976,12506,184,121,138,22513,56882
6400,11023,187,123,135,19540,56882
6912,12761,185,121,136,31334,56882
7680,13078,191,119,133,24676,56882
14272,40352,9041,124,133,38763,56882
2624,6712,184,120,132,25812,56882
13056,35047,20809,37684,52138,40093,56882
14144,38482,27013,43248,57370,44958,56882
7680,11708,188,118,148,6156,56882
8704,14258,186,125,140,16678,56882
16256,47817,49257,1123,3314,43683,56882
5248,9026,2957,121,133,33437,56882
7744,12925,2453,120,136,19677,56882
9728,21297,184,122,137,21010,56883
9280,16079,187,119,136,23297,56883
10880,23358,186,118,138,25044,56883
13440,36296,21735,38240,52682,40088,56883
5376,8674,186,120,139,15166,56883
9472,18135,186,118,136,23024,56883
13632,36381,22430,38440,52944,40481,56883
13504,36174,21756,38280,52803,40048,56883
4736,7666,185,119,137,194,56883
10368,25223,186,123,138,32276,56883
7040,13456,180,122,136,10071,56883
4224,8215,184,126,139,17958,56883
9344,18219,187,122,132,25393,56883
13504,36087,20903,38047,52506,40451,56883
13312,35828,21542,38020,52427,38871,56883
12160,27728,1162,121,137,43959,56883
13696,36268,22626,38545,52978,39872,56883
13568,36228,22101,38190,52676,41242,56883
5120,8875,187,117,135,25864,56883
13568,36036,21750,37935,52383,39130,56883
13632,36655,23023,38707,53276,41265,56883
13440,33365,186,122,139,16739,56884
7296,11266,190,120,135,24343,56884
16512,41306,4614,119,136,47935,56884
6784,10933,187,119,136,30577,56884
11520,17686,3322,121,134,35100,56884
5632,10840,187,120,132,12523,56884
6016,10305,188,123,139,19162,56884
12736,34353,21969,37260,51621,38279,56884
13056,33955,183,194,252,36317,56884
12992,38632,184,117,133,44788,56884
9984,19099,15293,20259,1802,24075,56884
18880,37637,51322,6547,7019,58735,56884
13184,35866,21267,38235,52662,39873,56884
12032,28936,957,187,237,36873,56884
13504,36034,21090,38019,52532,39556,56884
10752,22496,17488,22233,1988,21448,56884
2048,6441,188,118,135,17852,56884
10880,24589,18849,23889,2360,26883,56884
10368,20032,14505,17918,144,22307,56884
11328,24793,16623,19677,282,22008,56884
13312,35908,21714,37788,52125,39489,56884
14016,27080,185,175,234,13641,56884
12992,34821,21316,37619,52020,39320,56884
12160,30032,186,124,135,21969,56884
9088,16634,15273,16901,135,21209,56885
7552,12369,186,120,135,17043,56885
10432,24376,185,116,136,22074,56885
12800,34830,21387,37192,51669,40581,56885
4864,9450,186,120,138,18146,56885
13504,33588,44309,122,137,43964,56885
4992,8560,198,120,136,25918,56885
13312,32683,9152,120,134,46885,56885
10944,24057,20749,22811,1761,21603,56885
6720,11157,198,135,137,25259,56885
15488,45060,8547,124,138,45872,56885
4864,8225,187,121,133,52673,56885
12352,25228,185,119,136,7944,56885
5184,8482,185,119,131,10591,56885
13312,35960,21756,37920,52340,40590,56885
1472,6067,185,118,133,11923,56885
11840,28328,23529,25047,4950,26138,56885
10944,23290,17882,19675,136,20983,56885
13504,36043,21822,38154,52639,40846,56885
8896,15473,189,116,134,15786,56885
11968,29924,180,119,135,28854,56885
9600,19083,184,121,139,34621,56885
5312,7974,185,117,136,20936,56885
4800,8184,184,117,137,25103,56885
13056,35312,21943,37761,52116,38997,56885
1664,6227,186,140,196,18172,56885
3648,6886,187,123,134,18197,56886
15296,42695,36788,16304,514,42676,56886
8768,14956,185,118,139,194,56886
1088,5537,184,117,133,12542,56886
10176,20206,285,120,139,36920,56886
15296,43437,39518,119,140,40690,56886
13440,35822,21937,37776,52233,39318,56886
3200,7056,188,118,138,16496,56886
10112,20578,860,118,134,35433,56886
13120,35370,22136,37664,51924,39136,56886
8384,14606,1977,187,246,29341,56886
9984,19330,15350,19079,1990,17687,56886
3776,7053,4754,120,137,36029,56886
2880,7037,186,123,137,19228,56886
5824,10609,188,119,135,193,56886
10752,22059,184,119,137,30433,56886
3904,7419,187,122,136,19640,56887
9856,17408,189,121,135,4411,56887
2752,7007,186,123,136,20379,56887
13120,35298,21840,37656,52024,39902,56887
6720,10541,185,133,188,843,56887
1536,6719,186,123,137,22915,56887
10880,18336,188,120,134,196,56887
12992,35834,22192,38136,52492,40375,56887
12096,29055,27079,134,183,46130,56887
3968,7914,191,117,139,19686,56887
9856,18097,188,124,136,21450,56887
15488,43597,44332,119,1762,46436,56887
13440,36450,22655,38621,52948,40279,56887
2304,6702,185,208,264,30952,56887
13376,34818,32616,122,135,34394,56887
13824,38862,36143,117,136,33639,56887
11328,25833,7185,118,134,37226,56887
5504,9996,186,118,137,20773,56887
5440,10204,186,119,138,12870,56887
13120,35130,31181,125,139,35398,56887
5440,9690,183,117,137,19807,56887
12032,30286,17092,123,136,28816,56887
14272,38834,26948,43568,57583,45406,56887
13312,35960,21391,38013,52383,38877,56887
7744,13701,185,124,160,25676,56887
13120,35203,22322,37932,52187,39441,56887
5568,7914,187,120,134,193,56887
3136,7588,181,117,134,19594,56888
10880,22627,189,118,138,25977,56888
832,3394,185,122,137,14659,56888
8128,12348,187,117,134,7095,56888
13376,36328,22177,38393,52809,40408,56888
9792,18996,21456,158,210,32252,56888
13312,36014,22690,38051,52430,40399,56888
13824,37635,26339,43070,57212,43784,56888
13696,36219,21604,38097,52592,40156,56888
13312,32726,30207,33478,12883,36094,56888
13760,36175,21669,38039,52475,39781,56888
11712,27186,185,192,248,25723,56888
2752,6168,186,123,132,13004,56888
1024,5367,189,119,133,11761,56888
11200,24428,184,123,132,33496,56888
4480,7534,190,118,134,25706,56888
12992,33967,26223,26681,9105,30112,56888
6656,10349,183,121,135,9365,56888
12416,33470,30405,121,134,35870,56888
13504,35980,21653,38093,52401,40525,56888
1280,5816,183,119,163,16100,56888
8448,12876,3636,122,137,35875,56888
2112,7035,180,118,133,13967,56888
10304,20625,182,122,136,26909,56888
13184,35406,21809,37717,51995,39036,56888
10304,21589,3946,132,187,20886,56889
14528,28069,190,117,133,2257,56889
9600,18464,190,120,135,27240,56889
13376,35964,22083,38098,52497,39996,56889
13888,38437,27422,43472,57513,44792,56889
13632,36813,29142,31617,11441,26368,56889
11264,25382,22186,25527,5248,26010,56889
1280,5656,182,115,134,5558,56889
12608,32228,28933,124,136,27114,56889
4672,7961,195,120,133,18249,56889
13248,35639,22525,37916,52206,39612,56889
13824,38048,26589,43010,57164,43918,56889
13440,35846,22655,37718,52282,38714,56889
7488,11857,186,164,220,21095,56889
3392,7500,185,121,134,17673,56889
9408,20329,186,120,139,19615,56889
13376,35871,22229,38194,52626,40584,56889
6784,11480,2022,118,142,28984,56889
15360,44562,2085,2055,137,35258,56889
11264,25092,22083,26474,7812,21305,56889
6336,10047,198,146,134,32443,56889
12992,35201,20645,37816,52036,39292,56889
13312,35403,21941,37783,52215,39126,56889
5632,9615,186,141,194,24776,56889
13568,36221,22379,38240,52638,40828,56889
8000,13347,187,122,137,21683,56889
13504,36191,22268,38327,52849,40190,56889
7744,15363,186,120,155,18363,56889
17472,36976,51945,4467,4726,48842,56890
11200,24515,186,126,134,20867,56890
9600,16325,186,120,134,194,56890
17600,54635,27065,11133,10751,59731,56890
12928,34895,21834,37844,52123,39530,56890
12992,35190,22086,37679,51908,39371,56890
10752,23108,188,2208,226,27572,56890
12160,30858,185,116,138,31583,56890
11264,25379,25264,119,132,25429,56890
13376,36203,22212,38067,52456,40641,56890
4224,8250,184,149,206,13955,56890
11328,25194,19649,22918,3179,23655,56890
4096,6470,192,135,137,24742,56890
1088,5618,187,121,139,3233,56890
12800,34568,21398,37386,51803,39326,56890
12992,35384,21557,37727,52065,39249,56890
14016,38890,38117,218,271,39718,56890
12928,35334,21826,38040,52308,40063,56890
4288,8689,182,118,147,29922,56890
11200,24581,18061,20999,2094,24955,56890
1152,5876,184,117,135,17727,56890
6144,9841,185,114,136,33118,56890
14784,33472,185,117,138,18776,56890
11328,24827,17654,21990,2129,22381,56890
9024,16846,184,138,137,14749,56890
11136,23927,21630,26009,7045,18375,56890
13632,36180,21257,37953,52483,39885,56890
13312,36327,22575,38460,52872,40901,56890
13568,36253,22874,38082,52604,41175,56890
15296,45427,45832,181,1345,42986,56890
13120,34623,21664,37461,51700,39020,56890
12736,34373,20754,37247,51618,39006,56890
9728,14857,193,218,270,7702,56890
12352,30673,16898,121,135,27839,56890
23744,46227,58597,14655,15137,55992,56890
3456,6434,188,123,130,19452,56891
4608,7651,184,122,134,195,56891
13440,36415,22496,38232,52686,40238,56891
4544,7775,183,156,214,37869,56891
15872,47148,48623,1788,4811,47000,56891
9280,15162,2253,117,135,18667,56891
12416,29040,188,121,139,30503,56891
10560,22518,185,121,132,29015,56891
6208,11411,188,117,134,23914,56891
4864,8758,181,122,137,16160,56891
9536,23612,186,118,139,25615,56891
6528,11050,185,118,134,26879,56891
13376,36045,21960,37940,52422,40206,56891
11520,26361,20281,21902,2338,29816,56891
9856,18692,186,121,131,25519,56891
9216,19423,187,120,136,26937,56891
4736,7571,189,118,134,5393,56891
16704,25894,6480,121,132,33377,56891
9408,17142,188,124,135,18752,56892
13440,35976,21298,38099,52574,40013,56892
8960,17135,185,120,136,22550,56892
13568,36529,22563,38504,52825,40592,56892
7168,12060,183,121,135,23484,56892
896,5442,188,120,138,12883,56892
11392,26420,182,122,134,32715,56892
4352,8906,185,119,134,17889,56892
19328,44316,187,123,141,10230,56892
8192,14344,189,117,140,191,56892
13568,36177,22366,38187,52742,39731,56892
11264,25972,22339,26116,6517,23153,56892
9216,18016,186,123,135,31793,56892
1344,6451,184,118,135,11819,56892
6336,10228,183,121,140,23179,56892
13184,35590,20418,37482,51879,39538,56892
13504,38276,35347,122,140,33809,56892
11392,25211,9093,119,136,31507,56892
7936,13301,187,121,137,23190,56892
11648,27126,18969,21272,139,31922,56892
7808,12848,4520,122,137,18171,56892
10880,24057,4021,120,136,24643,56892
13376,35898,22506,38226,52623,40058,56892
12992,35542,22776,38609,52847,40897,56892
6528,11581,184,118,133,19123,56893
13248,35815,22426,37922,52195,40355,56893
13504,36206,22077,38223,52717,40546,56893
3072,6761,184,120,136,9261,56893
12928,35631,21533,37816,52076,39204,56893
12992,35336,22185,38040,52458,39101,56893
832,4770,188,119,162,18803,56893
12992,35040,21354,37490,51841,38825,56893
13760,36604,22679,38579,53039,40453,56893
11008,22755,185,118,136,16351,56893
14272,41279,38604,124,137,30083,56893
11200,23593,17254,22325,2164,21686,56893
13440,35400,20644,37772,52067,39081,56893
13504,36329,20571,38018,52415,38516,56893
8384,14057,186,119,165,4334,56893
8768,15931,186,118,135,30016,56893
9600,18591,184,122,137,26131,56893
8064,13718,186,118,139,25184,56893
13504,35623,28677,31250,10430,31863,56893
13632,36353,22364,38129,52681,39146,56893
14336,40165,36346,195,253,32921,56893
6848,11127,196,121,137,20563,56893
13248,35795,22146,37895,52483,40585,56893
13440,36142,22184,38196,52751,39841,56893
11712,27291,27204,133,190,27610,56893
5376,9225,183,122,136,194,56893
12992,34179,30586,121,133,36184,56893
10048,20736,15663,21038,1747,19721,56894
4032,8450,185,119,136,20862,56894
5184,10528,184,120,132,32135,56894
8192,17031,184,120,135,1875,56894
13248,36171,22000,38232,52693,39684,56894
15680,47724,25073,23752,9621,49860,56894
6656,11509,192,119,138,8623,56894
12416,31171,184,123,133,27039,56894
9024,15640,183,123,136,31045,56894
13952,36475,189,116,138,44455,56894
12672,34350,21083,37244,51475,38379,56894
13248,36099,22308,38257,52742,40274,56894
9216,16473,185,120,140,23014,56894
11904,30690,29936,120,133,28840,56894
13440,36344,22617,38200,52582,38312,56894
6272,9998,188,147,201,24038,56894
13632,36100,22167,38045,52492,39638,56894
7424,11932,183,120,154,18941,56894
9408,18004,1096,117,133,25333,56895
13376,36026,21797,38263,52658,40718,56895
7680,13254,2221,146,201,22311,56895
13504,36391,22444,38367,52743,40328,56895
12416,34130,21622,37204,51414,39653,56895
8192,13353,186,137,190,10311,56895
6272,10219,186,122,133,13258,56895
13440,36243,21849,38100,52673,39291,56895
12864,19758,186,122,168,50632,56895
13568,36744,22207,38595,53070,39627,56895
9664,17713,186,203,253,7299,56895
4608,7858,182,116,135,15952,56895
1280,5757,187,117,138,19263,56895
1792,6264,185,118,138,16738,56895
13056,27562,29311,4028,1621,47674,56895
3712,7498,184,119,132,23753,56895
4416,6809,189,119,136,22237,56895
14080,38017,26988,43272,57325,45577,56895
13248,35977,21434,38374,52744,40095,56895
13184,35917,21971,38116,52422,39369,56895
13120,35849,22026,38042,52372,39445,56895
7296,12419,2524,165,221,15701,56895
14080,38794,26697,43633,57612,45955,56895
13440,36417,22597,38448,52914,40394,56895
896,5183,187,120,136,12165,56896
13312,36090,22224,38343,52750,40486,56896
6528,10929,187,120,136,24886,56896
13376,36402,22563,38265,52762,40367,56896
17792,43653,184,121,133,27433,56896
13568,36217,22606,38256,52792,39547,56896
13184,35604,21443,37863,52293,39698,56896
15744,47998,47130,906,2542,45067,56896
12928,35275,21778,37765,52235,39812,56896
11456,26025,7866,121,136,25969,56896
1984,6074,184,122,134,20069,56896
4608,7785,183,116,134,22811,56896
11648,27577,20453,22453,838,26042,56896
10624,22053,17057,21049,3513,26964,56896
9088,16495,3877,123,140,39996,56896
13696,36130,22031,38004,52536,40674,56896
2048,7044,184,119,138,16339,56897
3264,7438,184,120,136,20351,56897
5184,8516,189,120,136,38752,56897
13056,35574,34529,122,136,31685,56897
13120,35346,21926,37757,52094,39746,56897
13184,35264,21301,37630,51911,38857,56897
13440,36212,22175,37930,52405,39243,56897
13568,36516,22387,38464,52865,40064,56897
12928,31963,14810,152,211,40211,56897
13568,36169,21941,38008,52598,40359,56897
16320,47656,51773,4022,8113,45414,56897
4608,7670,215,121,132,12079,56897
12672,31773,185,122,135,12118,56897
6528,9804,187,118,138,23817,56897
13440,36475,21310,38496,52901,41021,56897
13184,36095,21748,38321,52765,39756,56897
9536,17576,12893,16864,178,17885,56897
6656,9834,183,117,137,195,56897
13120,35491,22474,37627,51935,38477,56897
11328,25315,18768,24363,5280,24048,56897
8960,12449,184,125,134,27051,56897
1024,5643,188,120,135,19920,56897
13120,35352,21394,37795,52102,39407,56897
12608,34330,21956,37260,51599,38614,56897
13376,35862,21849,38137,52583,39975,56897
8192,12282,189,204,255,191,56897
12928,33661,30533,120,133,29110,56897
24320,39645,57695,10761,11290,54767,56897
13248,34702,21120,37449,51791,38862,56897
11200,23892,18597,20196,2099,30011,56897
12864,31795,8311,121,136,32524,56897
11072,24556,19523,22436,1156,21937,56897
8064,13341,184,119,134,21499,56897
10432,20468,188,113,139,3935,56898
13568,36254,21528,38112,52531,39365,56898
14848,41400,41047,120,150,37119,56898
12864,34390,20072,37515,51762,38955,56898
13760,37332,26648,42710,56924,44649,56898
7808,13339,193,120,137,28303,56898
8256,13351,189,116,138,194,56898
3968,7136,179,125,137,15174,56898
13376,36079,21984,38043,52400,39866,56898
12864,34670,22390,37749,52171,39894,56898
12928,35144,21609,37821,52244,39467,56898
30912,36787,56739,7789,8946,54179,56898
2816,6124,188,123,135,194,56898
3840,8171,186,120,139,18255,56898
13824,36362,22170,38288,52654,38636,56898
4864,9539,185,119,140,12051,56898
13440,35367,34001,120,139,33394,56898
13312,35911,22605,37865,52390,40867,56898
12800,34733,21396,37602,51925,39406,56898
6208,8012,187,116,138,194,56898
10432,20548,186,121,136,10619,56898
13184,34575,20437,37367,51808,38875,56898
10560,22178,19985,22833,2898,25940,56898
1216,5622,182,119,138,39676,56899
14080,39133,28284,116,133,36186,56899
13632,36029,21620,37865,52224,39090,56899
22208,42882,51195,5692,5804,55897,56899
13504,36130,22348,38139,52579,39139,56899
13568,36344,21329,38151,52629,39606,56899
13248,35061,33053,180,235,34486,56899
1984,6203,183,121,137,19496,56899
10112,15278,188,120,135,191,56899
11200,24075,22578,25481,6936,23841,56899
13312,36443,21852,38300,52797,39815,56899
12928,31683,17973,18318,3579,33554,56899
10432,21536,188,126,138,35154,56899
13312,35403,21260,37579,51904,39630,56899
13504,36367,22619,38229,52638,40097,56899
9088,16826,184,132,182,23234,56899
6912,12550,191,117,136,26118,56899
14848,39643,186,119,135,39837,56899
13376,36289,21671,38275,52648,40263,56899
832,5082,183,129,184,11738,56899
4352,7866,184,120,138,23381,56900
15296,45176,48603,2219,2078,44406,56900
10880,21246,186,116,138,9245,56900
5632,9368,186,117,140,24191,56900
11264,24620,5047,120,134,33345,56900
13568,35875,21968,38020,52362,39397,56900
13376,36081,22798,38092,52652,39615,56900
12928,34887,31864,119,139,34240,56900
13504,36438,21507,38657,53049,40309,56900
13312,36050,21825,38130,52753,40462,56900
10368,22381,189,119,134,41452,56900
28864,33243,55865,4622,6319,54998,56900
8256,16509,182,119,135,27056,56900
13184,35886,22277,37945,52350,38964,56900
9536,17750,194,213,265,23604,56900
9408,14825,184,120,138,195,56900
37184,55155,23810,23525,23073,58624,56900
3264,7105,186,118,134,20967,56900
16640,43275,188,122,136,21528,56900
9792,19319,7399,123,142,32454,56900
12736,33994,21062,37103,51417,38509,56900
12608,33936,20557,37193,51434,39067,56900
13504,37535,26491,42790,56967,43400,56900
8704,15518,185,121,133,40099,56900
13568,36577,21927,38372,52780,39418,56900
12672,32411,27962,31054,10270,29261,56900
8704,12475,186,119,136,6434,56901
12544,32144,6301,120,137,26156,56901
1600,6279,184,117,135,13671,56901
13312,35730,21455,37692,52226,39781,56901
13504,36207,22291,38198,52596,39185,56901
13568,36331,21891,38019,52629,39156,56901
4544,8017,189,199,255,19088,56901
13184,35502,22069,37822,52262,39797,56901
3136,7076,184,120,140,19957,56901
5184,9151,185,120,136,23436,56901
11712,27503,21808,25572,5497,24280,56901
4608,9017,187,117,132,24569,56901
13504,36005,21838,38072,52320,40627,56901
16704,48979,23969,11453,6811,52831,56901
8768,16559,183,123,138,1522,56901
6208,9948,187,123,138,22813,56901
12672,34478,21454,37380,51572,38506,56901
12864,33273,33651,191,242,37414,56901
12800,33354,27488,29824,9549,26579,56901
13632,36321,22078,37983,52536,39727,56901
4096,6939,186,120,136,12747,56901
2880,6620,186,117,136,19698,56901
12800,34603,21731,37392,51863,38953,56901
4032,6787,186,118,137,193,56901
12224,23262,190,122,136,195,56901
13248,36153,22491,38342,52809,40650,56901
15424,34796,186,120,138,10364,56901
13184,34669,26525,121,139,30231,56901
13376,36143,21741,38200,52545,39011,56901
10304,24005,185,204,259,27311,56901
18304,31694,26191,26536,5638,30354,56901
4736,7765,185,120,135,24201,56902
13760,36733,22809,38741,53273,40490,56902
11328,24896,11871,28713,43503,33762,56902
4160,8323,184,115,144,21829,56902
9344,18744,3761,122,136,35007,56902
12800,24883,183,117,136,2919,56902
5632,10054,187,123,135,12983,56902
10112,20465,15631,17248,134,24910,56902
11456,25860,21179,25488,5284,29926,56902
11968,30920,29476,119,138,29599,56902
5248,9119,183,121,138,10563,56902
13312,35837,21678,38101,52678,39707,56902
11456,25245,19410,21070,137,20681,56902
13696,36089,21601,38169,52609,40919,56902
10304,21458,16559,17930,137,24897,56902
12864,34933,22050,37668,51805,38573,56902
13888,38610,26611,43468,57533,43992,56902
13440,36156,21476,38214,52618,38971,56902
2624,5867,185,176,228,8111,56902
13248,35951,22034,37994,52486,39704,56902
10112,21286,16792,19443,989,22473,56902
7168,12515,182,122,137,193,56902
2304,6645,186,120,136,14027,56902
13248,36349,22684,38272,52771,40844,56902
1472,6120,186,126,173,4932,56902
13120,35277,22209,37652,51988,38541,56902
13888,39768,37599,218,273,36107,56902
1408,5980,188,119,133,18287,56903
13184,35352,21835,37559,51953,39499,56903
10432,21328,18327,21276,2732,20929,56903
14464,41477,39086,122,135,34631,56903
13184,35823,22019,37923,52255,39685,56903
8576,15532,186,171,224,22793,56903
11520,26504,20017,23631,2854,25646,56903
13504,36128,22583,38201,52648,39452,56903
8128,13347,182,115,137,191,56903
11904,26599,184,118,137,18295,56903
12992,34598,29421,31734,10293,31795,56903
13184,35721,21329,38002,52300,39489,56903
11776,28228,189,177,234,31144,56903
13376,34699,9977,122,137,33743,56903
12800,32920,29875,120,140,31140,56903
13312,35715,21390,37708,52063,38590,56903
13632,36378,23181,38421,52846,40357,56903
2240,6010,182,167,222,13613,56903
12160,30006,183,124,136,34161,56903
14720,44153,42300,121,134,39170,56903
11008,24341,6547,120,137,34638,56903
7744,13748,184,122,138,875,56903
13248,35473,21407,37352,51762,38736,56903
1408,5722,188,118,151,20755,56903
4416,7807,184,120,137,22622,56903
9024,16581,184,120,138,27167,56903
13440,35717,21127,37939,52213,38443,56903
6208,10977,191,165,220,18938,56903
13120,28273,188,120,136,190,56903
10752,23180,18155,22146,4048,23845,56903
896,4516,187,120,138,11351,56903
9792,18812,15081,18169,136,23008,56903
13632,36103,21745,38064,52478,40106,56903
11904,28328,25454,25223,3716,22054,56903
7680,12753,187,119,137,33257,56903
1984,6571,188,122,136,9246,56903
1984,6146,186,121,134,21156,56903
8320,13873,185,119,135,52842,56903
12928,34960,20598,37655,52034,39083,56903
13312,36141,21171,38038,52447,40037,56904
7040,10968,184,116,161,2002,56904
6720,10196,187,122,135,6824,56904
6080,9737,188,121,137,11895,56904
13440,36415,21313,38205,52691,39567,56904
12032,29631,3603,121,138,33431,56904
13504,35970,21374,37720,52252,39767,56904
11136,25731,26923,120,138,24477,56904
13504,36620,22633,38494,52946,40930,56904
7168,11726,187,177,238,33700,56904
21440,41579,57542,12175,10384,54704,56904
14976,35491,216,119,135,23324,56904
13440,35634,32459,35043,15173,35746,56904
12928,34620,20746,37282,51473,38756,56904
4544,7038,184,138,194,193,56904
12032,28026,22568,22646,3228,26741,56904
8576,14664,182,122,138,15434,56904
6080,10619,188,123,136,17054,56904
13632,36414,21431,38490,52953,39313,56904
12864,35002,21957,37709,52150,39345,56904
14080,38208,27012,43102,57162,43687,56904
13440,36209,22412,38316,52789,40993,56904
12928,34940,22628,37472,51944,38762,56904
6080,11222,182,123,136,17974,56905
12032,27950,21265,25793,6121,28698,56905
15040,44124,41800,155,138,43551,56905
4480,9075,185,121,136,6936,56905
13696,35842,22397,38090,52437,39687,56905
11648,27497,13868,30597,45535,34984,56905
2752,6697,184,157,235,2500,56905
10816,23210,185,121,135,24825,56905
14656,42055,38804,124,139,40169,56905
1024,5846,186,122,138,22479,56905
2944,7244,186,118,135,12577,56905
4224,8508,185,121,135,21962,56905
3776,8598,185,124,136,20371,56905
10112,19887,187,123,135,29229,56905
8320,15148,184,116,136,23129,56905
13504,36537,22433,38453,53006,40366,56905
11712,27413,16943,20995,2429,36118,56905
3968,10579,186,119,134,21965,56905
1152,5593,189,123,134,17348,56905
12160,28778,26768,30722,12103,24832,56905
4096,7779,185,120,136,22351,56905
4800,8735,185,122,135,22382,56906
13376,36199,21883,38266,52589,40178,56906
6592,10912,184,121,177,24781,56906
13632,36114,21611,38072,52401,39906,56906
8192,12974,185,184,235,4755,56906
13440,36074,21662,37948,52395,39325,56906
11072,25315,22726,25621,4972,27639,56906
13568,25570,189,120,136,12985,56906
6464,11234,182,121,136,20205,56906
15616,44385,46436,123,535,41730,56906
9088,17171,253,122,137,28002,56906
13056,35100,21612,37495,51873,39102,56906
13248,35924,22737,38173,52491,39793,56906
12288,34006,22000,37251,51404,38418,56906
3904,8105,184,117,132,19607,56906
11776,27597,19878,21303,2826,26538,56906
9600,18902,961,117,133,31563,56906
2432,6532,185,123,135,12298,56906
14272,41472,39581,125,134,37324,56906
14272,38962,34568,35835,16004,35947,56906
10624,16075,189,122,136,9196,56906
3840,7683,185,120,137,14338,56906
13440,36042,21792,38451,52707,40767,56906
896,5407,186,122,133,16626,56906
2048,5818,182,122,136,12418,56906
4288,7137,183,117,133,25619,56906
13376,34011,189,121,137,11283,56906
3456,7103,184,118,133,11597,56906
12224,30792,186,122,137,29854,56907
8384,14994,183,121,138,30236,56907
4288,8243,186,116,136,19065,56907
7552,12386,184,116,134,30513,56907
12928,35310,21921,38168,52501,40424,56907
13312,36511,22479,38389,52805,39979,56907
11904,26276,10869,124,136,43905,56907
7232,10505,182,120,137,45457,56907
7040,11870,181,118,137,15783,56907
7616,11953,184,119,140,11576,56907
13504,35891,22046,37992,52368,40675,56907
3904,7283,187,149,204,10230,56907
14144,38418,26710,43164,57326,44489,56907
6080,10257,183,117,135,18551,56907
13376,35880,20992,37965,52403,39412,56907
4288,10835,184,173,235,24364,56907
10688,23700,18358,20269,768,24330,56907
1024,5112,185,121,133,15835,56907
13504,35878,21486,37986,52414,39129,56907
8512,15029,188,119,136,5300,56908
1472,6527,184,118,138,23624,56908
